sp,total_demand,mean_demand,std_demand,n_days,cv,cum_share,ABC,XYZ,Segment
8500691,303.2,3.368889,1.2251709,90,0.36367208,0.16021122,A,X,AX
2620117,303.1,3.3677778,1.5478748,90,0.4596131,0.16133669,A,X,AX
6780215,302.7,3.3633335,1.2799623,90,0.38056362,0.16246065,A,X,AX
3680070,302.5,3.3611112,1.1391594,90,0.33892345,0.16358389,A,X,AX
5630071,301.6,3.3511112,1.112871,90,0.33209017,0.16470379,A,X,AX
5410117,299.3,3.3255553,1.4024506,90,0.42171922,0.16581513,A,X,AX
2470215,298.27,3.314111,2.082417,90,0.6283486,0.16692266,A,Y,AY
4260300,297.9,3.31,1.3304033,90,0.40193453,0.1680288,A,X,AX
1630300,297.74,3.308222,1.2701654,90,0.383942,0.16913435,A,X,AX
4440191,297.6,3.3066669,1.4410359,90,0.43579713,0.17023939,A,X,AX
450590,296.1,3.29,1.2922456,90,0.39277983,0.17133886,A,X,AX
3000215,295.3,3.281111,1.2148792,90,0.37026456,0.17243536,A,X,AX
1920070,295.0,3.2777777,1.2690594,90,0.38717067,0.17353074,A,X,AX
60004,294.0,3.2666667,2.9442766,90,0.90130913,0.1746224,A,Y,AY
3880191,291.6,3.24,1.6527675,90,0.5101134,0.17570516,A,Y,AY
910215,291.2,3.2355556,1.4762777,90,0.45626715,0.17678644,A,X,AX
4870117,289.7,3.218889,1.1288748,90,0.35070324,0.17786214,A,X,AX
200104,287.0,3.1888888,1.4885665,90,0.4667979,0.17892781,A,X,AX
5420300,286.88,3.1875556,1.4202162,90,0.44555026,0.17999303,A,X,AX
1510215,285.4,3.171111,1.7274548,90,0.5447475,0.18105276,A,Y,AY
6130691,284.4,3.1599998,1.4135619,90,0.44732976,0.18210877,A,X,AX
460486,280.4,3.1155555,1.3333166,90,0.42795467,0.18314995,A,X,AX
5050117,279.6,3.1066668,1.4147537,90,0.4553928,0.18418814,A,X,AX
2880070,278.8,3.0977776,1.0932868,90,0.35292616,0.18522339,A,X,AX
4890004,277.1,3.078889,2.5053873,90,0.813731,0.1862523,A,Y,AY
620691,276.4,3.071111,0.95143235,90,0.3098007,0.18727861,A,X,AX
6510300,275.36,3.0595553,1.2959504,90,0.42357478,0.18830106,A,X,AX
1570070,275.28,3.0586667,1.2301121,90,0.40217265,0.18932323,A,X,AX
930119,274.8,3.0533333,1.0728729,90,0.35137758,0.1903436,A,X,AX
8660070,273.8,3.042222,1.4004797,90,0.46034762,0.19136027,A,X,AX
3230004,273.7,3.0411112,2.6673176,90,0.8770865,0.19237655,A,Y,AY
600070,272.2,3.0244446,1.2277056,90,0.40592763,0.19338727,A,X,AX
3820215,271.1,3.0122223,1.1085802,90,0.36802736,0.19439392,A,X,AX
2350292,269.2,2.9911113,1.0109117,90,0.33797196,0.1953935,A,X,AX
2000114,268.6,2.9844446,1.504593,90,0.5041451,0.19639085,A,Y,AY
2980070,268.6,2.9844446,1.1749167,90,0.39368019,0.19738822,A,X,AX
3560215,268.3,2.981111,1.5647733,90,0.524896,0.19838446,A,Y,AY
3590117,267.4,2.971111,1.0407695,90,0.35029638,0.19937734,A,X,AX
8600004,266.1,2.9566667,2.5619538,90,0.8665007,0.20036542,A,Y,AY
5070117,265.8,2.9533331,1.2173096,90,0.41218162,0.20135239,A,X,AX
560070,262.4,2.9155555,1.1864319,90,0.40693167,0.20232671,A,X,AX
5640119,262.25,2.913889,1.5591165,90,0.5350638,0.20330049,A,Y,AY
1470580,261.7,2.907778,1.0373073,90,0.35673538,0.20427223,A,X,AX
8940001,257.4,2.86,1.2523057,90,0.43786916,0.20522799,A,X,AX
200191,257.18,2.8575554,1.4981722,90,0.52428454,0.20618293,A,Y,AY
1460004,255.7,2.8411112,2.4650772,90,0.86764544,0.20713238,A,Y,AY
8790215,255.5,2.838889,1.6323068,90,0.57498085,0.2080811,A,Y,AY
5000070,255.2,2.8355556,1.1196219,90,0.39485097,0.20902869,A,X,AX
4740215,252.74,2.8082223,2.1721668,90,0.77350247,0.20996714,A,Y,AY
4690215,252.41,2.8045557,2.0079846,90,0.7159725,0.21090437,A,Y,AY
5520691,251.8,2.797778,0.8994353,90,0.32148203,0.21183935,A,X,AX
4310004,248.6,2.7622223,2.5837252,90,0.9353792,0.21276245,A,Y,AY
2140292,248.45999,2.7606666,0.83655906,90,0.30302793,0.21368502,A,X,AX
3790119,248.4,2.76,1.0304139,90,0.37333837,0.21460737,A,X,AX
7990104,248.1,2.7566667,1.3519897,90,0.49044368,0.2155286,A,X,AX
4890537,247.9,2.7544444,0.8261405,90,0.29993,0.2164491,A,X,AX
5490004,247.9,2.7544444,2.323943,90,0.8437066,0.21736959,A,Y,AY
2420215,247.5,2.75,1.0054067,90,0.36560246,0.21828859,A,X,AX
4580117,247.2,2.7466667,1.2220999,90,0.4449393,0.21920648,A,X,AX
3950666,247.09999,2.7455554,1.1138718,90,0.4057,0.220124,A,X,AX
1490486,246.9,2.7433333,1.0167198,90,0.37061477,0.22104077,A,X,AX
1630191,246.9,2.7433333,1.1355393,90,0.41392684,0.22195755,A,X,AX
2400070,246.6,2.74,1.0358517,90,0.37804806,0.22287321,A,X,AX
4570300,245.72,2.7302222,1.3065883,90,0.47856483,0.22378561,A,X,AX
7490004,245.5,2.7277777,2.2150166,90,0.8120224,0.22469719,A,Y,AY
5690117,244.7,2.7188888,1.1483153,90,0.4223473,0.2256058,A,X,AX
1740691,244.2,2.7133334,0.9205763,90,0.33927873,0.22651255,A,X,AX
10166,243.98,2.7108889,1.1717544,90,0.43223992,0.22741848,A,X,AX
6400580,243.9,2.71,0.9834644,90,0.362902,0.22832412,A,X,AX
10118,243.5,2.7055554,1.1509997,90,0.42542085,0.22922827,A,X,AX
5390004,241.2,2.68,2.3937278,90,0.893182,0.23012388,A,Y,AY
8470481,240.7,2.6744444,0.73432094,90,0.2745695,0.23101763,A,X,AX
6780834,237.5,2.6388888,1.6766536,90,0.6353635,0.23189951,A,Y,AY
2190132,237.4,2.6377778,0.7546973,90,0.28611103,0.23278101,A,X,AX
4710118,235.9,2.6211112,1.0916944,90,0.4165006,0.23365693,A,X,AX
1400104,233.7,2.5966666,1.0441328,90,0.4021051,0.2345247,A,X,AX
2170070,233.59999,2.5955555,1.0928687,90,0.42105386,0.2353921,A,X,AX
410580,232.4,2.5822222,0.9362341,90,0.36256915,0.23625502,A,X,AX
6100117,231.9,2.5766666,1.5302236,90,0.5938772,0.2371161,A,Y,AY
2770004,231.8,2.5755556,2.3129976,90,0.8980577,0.23797682,A,Y,AY
1880580,231.2,2.568889,0.88160276,90,0.34318447,0.23883529,A,X,AX
5770104,230.2,2.5577776,1.0121707,90,0.3957227,0.23969007,A,X,AX
3540580,229.1,2.5455556,1.1338669,90,0.44543004,0.24054074,A,X,AX
8170221,228.5,2.538889,1.0849009,90,0.42731324,0.2413892,A,X,AX
4970215,227.9,2.5322223,1.9214267,90,0.7587907,0.24223542,A,Y,AY
3000019,226.6,2.517778,1.1251544,90,0.4468839,0.24307683,A,X,AX
2300580,226.4,2.5155554,0.918219,90,0.3650164,0.2439175,A,X,AX
3430122,225.39,2.5043333,1.5130949,90,0.6041907,0.24475442,A,Y,AY
8910215,225.3,2.5033333,1.1167217,90,0.44609392,0.24559097,A,X,AX
5670104,224.7,2.4966667,1.2936709,90,0.5181592,0.24642533,A,Y,AY
900215,224.36,2.492889,1.7111119,90,0.6863972,0.24725841,A,Y,AY
2110775,223.35,2.4816668,0.8123503,90,0.3273406,0.24808775,A,X,AX
2350019,223.2,2.48,0.9507182,90,0.38335413,0.24891654,A,X,AX
6620521,221.67,2.463,0.7035519,90,0.28564835,0.24973965,A,X,AX
1460215,220.3,2.4477777,1.2123177,90,0.4952728,0.25055763,A,X,AX
4410004,219.0,2.4333334,2.1808152,90,0.8962254,0.25137082,A,Y,AY
2200191,218.1,2.4233334,1.203184,90,0.49649957,0.25218067,A,X,AX
7140104,217.3,2.4144444,1.0817755,90,0.44804326,0.25298753,A,X,AX
960486,217.3,2.4144444,0.7996574,90,0.33119726,0.25379437,A,X,AX
4970191,216.90001,2.41,1.5561441,90,0.64570296,0.25459975,A,Y,AY
2140775,216.08,2.400889,0.7904936,90,0.3292504,0.2554021,A,X,AX
4810292,216.02,2.4002223,0.73809195,90,0.30750984,0.25620422,A,X,AX
1370486,215.6,2.3955557,1.1321563,90,0.47260693,0.25700477,A,X,AX
8900580,213.0,2.3666666,0.97726977,90,0.4129309,0.2577957,A,X,AX
6660215,211.5,2.35,1.0803921,90,0.45974135,0.258581,A,X,AX
3050481,211.5,2.35,0.66691476,90,0.28379354,0.25936636,A,X,AX
4060004,210.9,2.3433332,2.2574744,90,0.96336037,0.26014945,A,Y,AY
4930775,210.87,2.343,0.9046353,90,0.3861013,0.26093245,A,X,AX
1520666,210.7,2.3411112,0.69926035,90,0.29868737,0.26171482,A,X,AX
6310004,210.4,2.3377776,1.9654646,90,0.8407406,0.26249605,A,Y,AY
1820834,210.2,2.3355556,1.4607456,90,0.62543815,0.26327658,A,Y,AY
8470486,209.7,2.33,0.9686606,90,0.41573417,0.26405522,A,X,AX
40004,209.6,2.328889,1.9698995,90,0.8458538,0.2648335,A,Y,AY
6840413,209.37,2.3263333,0.7649079,90,0.32880408,0.26561093,A,X,AX
400221,208.7,2.318889,0.87652206,90,0.37799227,0.26638588,A,X,AX
4380215,208.6,2.3177779,0.8271486,90,0.3568714,0.26716045,A,X,AX
7500467,207.8,2.308889,1.7425697,90,0.7547222,0.26793203,A,Y,AY
3120486,207.6,2.3066669,0.9600796,90,0.41621944,0.26870286,A,X,AX
1930486,207.38,2.3042223,0.9663251,90,0.41937146,0.26947293,A,X,AX
5160191,207.2,2.3022223,1.5253644,90,0.6625618,0.2702423,A,Y,AY
8310070,206.7,2.2966666,1.2685876,90,0.55236036,0.27100983,A,Y,AY
1180240,206.7,2.2966666,0.8294373,90,0.36114833,0.27177733,A,X,AX
8910191,206.55,2.295,1.1134027,90,0.4851428,0.2725443,A,X,AX
2460215,206.0,2.288889,0.8634194,90,0.37722206,0.2733092,A,X,AX
1100280,205.95,2.2883334,1.0695765,90,0.46740413,0.27407393,A,X,AX
460802,205.8,2.2866666,1.9840487,90,0.8676598,0.2748381,A,Y,AY
1930292,205.68001,2.2853334,0.7005619,90,0.3065469,0.2756018,A,X,AX
4100215,205.46,2.282889,1.0371593,90,0.4543188,0.2763647,A,X,AX
1630580,205.3,2.2811112,1.0532875,90,0.46174315,0.27712703,A,X,AX
8910004,205.2,2.28,1.8693386,90,0.8198854,0.27788895,A,Y,AY
3230580,204.2,2.268889,0.73019075,90,0.32182744,0.2786472,A,X,AX
4710580,203.4,2.26,0.93036175,90,0.4116645,0.27940246,A,X,AX
260309,198.9,2.21,1.5912719,90,0.7200325,0.280141,A,Y,AY
3190191,198.5,2.2055554,1.2524458,90,0.5678596,0.28087807,A,Y,AY
7430215,198.3,2.2033334,1.4706453,90,0.66746384,0.28161436,A,Y,AY
7710280,197.86,2.1984444,1.0581486,90,0.48131698,0.28234905,A,X,AX
4110481,197.6,2.1955557,0.62637013,90,0.28529003,0.28308278,A,X,AX
760215,196.7,2.1855555,1.5181717,90,0.69463885,0.28381315,A,Y,AY
4310118,196.53,2.1836667,1.0451648,90,0.47862837,0.28454292,A,X,AX
7850157,196.447,2.1827445,0.41627598,90,0.19071218,0.28527236,A,X,AX
3160215,196.39,2.182111,1.3105814,90,0.60060257,0.28600156,A,Y,AY
200549,196.2,2.18,0.67859733,90,0.31128317,0.2867301,A,X,AX
2530119,195.0,2.1666667,0.7823905,90,0.3611033,0.2874542,A,X,AX
2340802,194.9,2.1655555,1.9326386,90,0.8924448,0.28817785,A,Y,AY
8640834,194.6,2.1622224,1.1645106,90,0.5385712,0.28890043,A,Y,AY
2590215,194.3,2.1588888,0.99491906,90,0.46084777,0.2896219,A,X,AX
780004,193.9,2.1544445,2.2111647,90,1.0263271,0.29034188,A,Z,AZ
1180116,193.9,2.1544445,0.7391403,90,0.34307697,0.29106185,A,X,AX
1590104,193.9,2.1544445,1.0265204,90,0.4764664,0.2917818,A,X,AX
1440796,193.5,2.15,0.9964262,90,0.46345404,0.29250032,A,X,AX
4960117,190.9,2.1211112,1.3063797,90,0.615894,0.29320917,A,Y,AY
1350000,188.9,2.0988889,0.88387483,90,0.4211156,0.29391056,A,X,AX
7790004,188.8,2.0977778,2.3696573,90,1.1296035,0.2946116,A,Z,AZ
1650070,188.7,2.0966666,0.839268,90,0.40028682,0.2953123,A,X,AX
1670104,188.3,2.0922222,0.8900483,90,0.42540812,0.29601145,A,X,AX
1960775,188.12,2.0902221,0.76984453,90,0.36830753,0.29670995,A,X,AX
2700512,187.56999,2.084111,1.0961227,90,0.5259426,0.29740644,A,Y,AY
5990580,187.0,2.0777779,0.79489636,90,0.38257042,0.2981008,A,X,AX
6280114,185.36,2.0595555,1.2320585,90,0.59821576,0.29878908,A,Y,AY
930104,185.2,2.0577776,1.0586166,90,0.51444656,0.29947677,A,Y,AY
4280215,183.76,2.0417776,1.0838369,90,0.53083,0.3001591,A,Y,AY
2530834,183.2,2.0355556,1.1357629,90,0.5579621,0.30083933,A,Y,AY
6540580,183.1,2.0344446,0.77054787,90,0.37875098,0.30151924,A,X,AX
1370114,182.96,2.032889,1.2104611,90,0.5954389,0.3021986,A,Y,AY
8130541,182.66,2.0295556,1.3735257,90,0.6767618,0.30287683,A,Y,AY
5280117,182.4,2.0266666,0.84995705,90,0.4193867,0.3035541,A,X,AX
3740580,182.3,2.0255556,0.9632064,90,0.47552702,0.304231,A,X,AX
2330104,182.1,2.0233333,1.030114,90,0.5091173,0.30490717,A,Y,AY
8220802,181.4,2.0155554,1.8987229,90,0.9420346,0.30558074,A,Y,AY
3780292,181.3,2.0144446,0.7872682,90,0.39081156,0.3062539,A,X,AX
8310300,180.99,2.0110002,0.90068895,90,0.4478811,0.30692595,A,X,AX
2070004,180.9,2.01,2.1018476,90,1.0456953,0.30759767,A,Z,AZ
980191,180.9,2.01,1.0986253,90,0.5465798,0.30826938,A,Y,AY
3080580,180.8,2.008889,0.775415,90,0.38599196,0.3089407,A,X,AX
5470215,180.72,2.008,0.8835109,90,0.4399955,0.30961174,A,X,AX
5400118,180.48,2.0053332,0.9114986,90,0.45453724,0.31028187,A,X,AX
310309,179.48,1.9942222,1.633248,90,0.81899,0.3109483,A,Y,AY
4000309,179.47,1.9941112,1.1460915,90,0.57473797,0.3116147,A,Y,AY
1790580,179.0,1.9888889,0.7834588,90,0.39391786,0.31227934,A,X,AX
610215,178.3,1.9811112,0.7943472,90,0.40096045,0.3129414,A,X,AX
2000019,178.2,1.98,0.864818,90,0.43677676,0.3136031,A,X,AX
2360486,176.18,1.9575555,0.8087323,90,0.41313377,0.31425726,A,X,AX
5770118,176.1,1.9566667,0.8862305,90,0.45292872,0.31491116,A,X,AX
4060486,175.9,1.9544444,0.8004438,90,0.40955058,0.3155643,A,X,AX
3430004,175.6,1.9511112,1.5644394,90,0.8018197,0.31621635,A,Y,AY
6660104,175.5,1.95,1.00697,90,0.5163949,0.316868,A,Y,AY
2970004,175.0,1.9444444,1.6511563,90,0.8491661,0.3175178,A,Y,AY
5860019,174.8,1.9422222,0.7082147,90,0.36464143,0.31816685,A,X,AX
3120118,174.6,1.94,0.81788987,90,0.4215927,0.31881517,A,X,AX
3580191,173.5,1.9277778,0.79464895,90,0.41220984,0.3194594,A,X,AX
5400775,173.38,1.9264445,0.5964451,90,0.30960926,0.3201032,A,X,AX
8000580,173.1,1.9233334,0.83235824,90,0.43276855,0.32074594,A,X,AX
4490104,173.0,1.9222223,0.84438366,90,0.43927473,0.32138833,A,X,AX
5200215,172.8,1.9200001,0.8531765,90,0.44436273,0.32202995,A,X,AX
840775,172.65,1.9183333,0.5202878,90,0.2712187,0.32267103,A,X,AX
5620580,172.3,1.9144444,0.724462,90,0.3784189,0.3233108,A,X,AX
2140019,171.5,1.9055556,0.9214499,90,0.4835597,0.3239476,A,X,AX
1490290,171.19,1.9021112,0.5848855,90,0.3074928,0.32458323,A,X,AX
1540041,170.7,1.8966666,1.1682552,90,0.6159518,0.3252171,A,Y,AY
8220834,170.5,1.8944445,1.2990369,90,0.6857086,0.3258502,A,Y,AY
6270272,170.47,1.8941112,1.1498792,90,0.6070812,0.32648316,A,Y,AY
2710104,169.9,1.8877777,0.9936685,90,0.52636945,0.32711402,A,Y,AY
2000310,169.81999,1.8868887,0.57365304,90,0.30402058,0.32774457,A,X,AX
3950292,169.63,1.8847778,0.5741515,90,0.30462557,0.32837448,A,X,AX
7330191,169.4,1.8822222,0.94875175,90,0.5040594,0.32900345,A,Y,AY
7370001,168.5,1.8722222,1.0078375,90,0.5383109,0.32962912,A,Y,AY
4070309,168.5,1.8722222,1.2598401,90,0.67291164,0.3302548,A,Y,AY
6500215,168.4,1.871111,0.83910656,90,0.44845363,0.33088008,A,X,AX
4460486,166.95,1.855,0.77965885,90,0.42030126,0.33150002,A,X,AX
3130691,166.8,1.8533334,0.7556826,90,0.4077424,0.33211935,A,X,AX
7490191,164.9,1.8322221,0.89691454,90,0.4895228,0.33273163,A,X,AX
4950775,164.88,1.832,0.91903615,90,0.5016573,0.3333439,A,Y,AY
5340191,164.8,1.8311112,1.08934,90,0.5949065,0.3339558,A,Y,AY
4200076,164.48,1.8275555,0.8059195,90,0.44098222,0.33456653,A,X,AX
3050549,164.4,1.8266666,0.7215464,90,0.39500716,0.33517697,A,X,AX
2710449,164.25,1.825,0.80873775,90,0.44314396,0.33578685,A,X,AX
2950740,164.0,1.8222222,0.5590477,90,0.30679446,0.3363958,A,X,AX
7800486,164.0,1.8222222,0.7649305,90,0.4197789,0.33700475,A,X,AX
5860166,163.97,1.8218889,0.5897798,90,0.32371885,0.3376136,A,X,AX
1120486,162.5,1.8055556,0.6649087,90,0.36825714,0.338217,A,X,AX
4100580,162.4,1.8044444,0.75026757,90,0.41578868,0.33882,A,X,AX
7580122,161.83,1.7981111,1.0165119,90,0.5653221,0.33942088,A,Y,AY
2950122,160.78,1.7864444,1.270243,90,0.7110454,0.3400179,A,Y,AY
8690580,160.6,1.7844446,0.7942081,90,0.445073,0.34061423,A,X,AX
5770549,160.5,1.7833333,0.6805896,90,0.38163903,0.34121022,A,X,AX
8140280,160.5,1.7833333,0.87695205,90,0.4917488,0.34180617,A,X,AX
5000104,160.3,1.7811111,0.96020764,90,0.53910595,0.3424014,A,Y,AY
5770810,160.02,1.778,0.7443936,90,0.41866904,0.34299555,A,X,AX
4410118,159.93,1.777,0.8917556,90,0.50183207,0.3435894,A,Y,AY
70835,159.9,1.7766666,0.8192968,90,0.46114266,0.34418315,A,X,AX
2910104,158.7,1.7633333,0.9034827,90,0.512372,0.34477243,A,Y,AY
7010272,158.64,1.7626667,0.6690607,90,0.37957302,0.34536147,A,X,AX
5550769,158.6,1.7622223,0.6842658,90,0.38829708,0.3459504,A,X,AX
1880596,158.4,1.76,0.88276887,90,0.5015732,0.34653854,A,Y,AY
480309,158.24,1.7582223,1.3082131,90,0.74405444,0.34712613,A,Y,AY
4830666,158.1,1.7566668,0.62279725,90,0.35453352,0.3477132,A,X,AX
1730596,157.4,1.7488889,0.8451108,90,0.48322725,0.34829763,A,X,AX
4900122,157.33,1.7481111,1.0450138,90,0.59779596,0.3488818,A,Y,AY
840596,157.3,1.7477778,0.82981354,90,0.47478205,0.34946588,A,X,AX
450045,156.69,1.741,1.3339138,90,0.76617676,0.35004768,A,Y,AY
1090486,156.3,1.7366667,0.5685483,90,0.32737908,0.35062805,A,X,AX
2010071,155.9,1.7322222,0.6839784,90,0.39485604,0.35120693,A,X,AX
5350810,155.17,1.7241111,0.61995447,90,0.3595792,0.3517831,A,X,AX
5550600,154.6,1.7177778,0.80288494,90,0.46739742,0.35235715,A,X,AX
3050802,154.5,1.7166667,1.7174746,90,1.0004706,0.35293084,A,Z,AZ
2930343,153.91,1.7101111,1.1757298,90,0.68751657,0.35350233,A,Y,AY
1110580,153.5,1.7055556,0.6996566,90,0.4102221,0.3540723,A,X,AX
1940166,153.47,1.7052222,0.81607753,90,0.47857547,0.35464215,A,X,AX
8650580,153.4,1.7044444,0.85878295,90,0.5038492,0.35521173,A,Y,AY
5990775,153.0,1.7,0.6349378,90,0.37349284,0.35577986,A,X,AX
1820600,152.9,1.6988888,0.8808186,90,0.5184675,0.3563476,A,Y,AY
4610486,152.77,1.6974444,0.63315076,90,0.37300235,0.35691485,A,X,AX
3430351,152.31,1.6923333,0.6436484,90,0.3803319,0.3574804,A,X,AX
5330834,152.1,1.69,1.3125197,90,0.7766388,0.3580452,A,Y,AY
820512,152.0,1.6888889,0.76869136,90,0.4551462,0.3586096,A,X,AX
3570071,151.9,1.6877778,0.7521994,90,0.44567445,0.35917363,A,X,AX
430447,151.42,1.6824445,0.9520295,90,0.56586087,0.35973588,A,Y,AY
7360104,151.4,1.6822221,0.8803189,90,0.52330714,0.36029804,A,Y,AY
1040104,151.3,1.6811111,0.8426676,90,0.50125635,0.3608598,A,Y,AY
4230834,150.9,1.6766666,0.8785905,90,0.52401024,0.36142012,A,Y,AY
